Age,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Label,IntoAge,Satisfaction,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes
1,20,2,1818,4,3,2,2,0,2,3,3,0,6,3,3,5,1,1,4,1,20,9,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,1,3,600,2,3,3,2,9,2,3,3,0,15,2,3,11,9,6,9,0,20,8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,13,3,829,3,3,2,2,4,2,3,2,1,8,2,3,5,2,0,4,0,28,7,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,7,3,262,4,4,4,2,4,2,3,4,3,7,3,4,5,4,2,2,0,36,12,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,2,4,1692,4,3,2,2,1,2,3,1,0,1,2,3,1,0,0,0,1,31,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,25,3,1108,1,2,2,2,4,2,4,2,0,5,0,3,2,2,2,2,1,28,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,1,3,956,3,2,1,2,1,2,3,2,0,7,2,3,7,7,0,7,0,19,6,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,25,3,1306,2,3,2,2,3,2,4,3,0,22,4,3,0,0,0,0,0,23,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1,4,2,53,3,3,4,2,1,2,3,3,1,1,3,3,1,0,0,0,0,34,10,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,8,2,865,3,4,3,2,5,2,3,3,1,9,3,2,5,3,1,3,0,23,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,10,3,1979,3,3,3,2,4,2,4,3,1,13,2,4,11,7,4,8,0,18,9,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,8,3,83,3,3,3,2,1,2,3,2,3,17,2,3,17,14,12,8,0,19,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,2,3,787,4,3,1,2,5,2,3,4,1,24,2,3,5,2,1,4,1,31,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,1,3,1954,1,3,1,2,0,2,3,1,1,6,5,2,5,3,0,2,0,23,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,24,1,2014,1,3,4,2,7,2,3,1,0,18,2,3,7,7,1,7,0,21,6,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,10,4,1055,3,3,3,2,1,2,3,4,1,1,2,3,1,1,0,0,0,33,10,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,1,3,1677,3,3,3,2,4,2,3,1,0,23,2,3,8,7,0,0,0,26,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1,11,3,85,2,2,2,2,1,2,3,3,0,6,3,3,6,5,0,3,0,30,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,5,3,142,3,2,3,2,1,2,3,4,0,6,1,3,6,4,0,3,1,19,10,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,7,3,845,3,3,3,2,3,2,4,2,0,17,3,4,8,5,1,6,0,18,8,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,8,2,395,4,3,4,2,1,2,4,4,0,5,3,3,5,3,0,2,0,23,12,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,1,3,1315,3,1,4,2,0,2,3,1,3,10,6,3,9,8,7,5,0,18,8,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,8,2,1794,3,3,2,2,2,2,3,3,0,19,4,2,10,0,4,7,0,18,8,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,9,4,1949,1,4,2,2,1,2,4,2,0,5,3,3,5,4,0,2,0,31,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,2,1,604,2,3,4,2,4,2,3,3,0,10,2,4,6,5,0,5,0,21,9,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,16,2,1886,4,2,2,2,0,2,3,4,0,4,2,3,3,2,0,2,0,31,10,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,4,3,514,3,3,4,2,9,2,4,3,0,3,4,3,1,0,0,0,1,27,10,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,9,3,717,4,2,2,2,1,2,3,2,0,9,3,4,8,7,7,7,0,25,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1,29,5,79,4,3,4,2,1,2,3,4,0,10,2,3,10,3,9,9,0,28,12,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,2,3,24,4,3,4,2,5,2,3,3,0,6,3,3,3,2,1,2,0,32,11,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,4,4,1435,1,2,4,2,1,2,3,3,0,10,2,2,10,4,1,8,0,26,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,8,1,1684,4,2,3,2,1,2,3,1,0,5,2,3,5,4,1,2,1,18,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,4,3,2064,2,4,2,2,1,2,4,2,1,6,0,3,6,2,0,3,0,21,6,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,22,3,577,4,1,3,2,0,2,3,3,0,6,2,3,5,4,4,3,0,29,10,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,9,2,1940,2,3,4,2,2,2,3,4,2,10,0,4,5,2,0,3,0,28,10,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,3,2,727,3,3,4,2,3,2,3,4,0,10,6,3,7,7,7,7,0,22,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1,9,1,758,2,3,1,2,1,2,3,4,1,5,2,4,4,3,0,2,0,18,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,13,4,859,2,3,4,2,2,2,3,3,1,8,3,2,5,2,0,3,0,24,9,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,2,1,1096,4,3,2,2,3,2,3,2,1,23,4,3,3,2,1,2,0,32,8,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,2,3,575,1,3,3,2,6,2,3,3,0,26,2,1,3,2,0,1,0,20,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,28,3,573,3,2,1,2,4,2,3,4,0,22,5,4,18,13,13,11,0,38,8,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,9,3,1752,2,1,2,2,1,2,3,3,0,2,3,3,2,2,2,2,1,27,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1,1,3,887,3,3,1,2,2,2,3,2,1,7,2,3,4,2,0,2,0,42,6,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,12,3,1167,3,3,1,2,0,2,3,2,0,22,2,2,21,9,13,14,1,20,6,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,1,3,314,3,3,3,2,1,2,3,1,0,10,3,4,10,7,0,8,0,25,7,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,6,3,474,3,4,1,2,4,2,3,1,2,13,2,3,7,7,6,7,0,24,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,24,4,1689,2,4,4,2,3,2,3,3,0,11,2,3,4,3,1,2,0,42,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,10,3,1640,2,3,2,2,1,2,3,1,1,8,2,1,8,4,7,7,0,29,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,22,5,1539,3,1,4,2,1,2,3,4,0,32,2,3,32,6,13,9,0,18,11,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,2,4,126,1,3,3,2,9,2,3,1,1,16,5,1,4,3,0,3,0,38,5,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,3,3,644,1,3,2,2,1,2,3,3,1,32,2,3,32,5,10,7,0,18,6,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,4,3,1363,4,3,4,2,1,2,3,3,0,11,2,3,10,9,0,8,0,37,11,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,3,2,690,2,3,3,2,1,2,3,1,1,6,5,2,6,0,1,2,0,23,6,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,5,3,1352,3,3,2,2,1,2,3,2,1,33,2,3,33,9,0,10,0,18,7,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,5,2,1939,1,4,3,2,3,2,3,1,0,8,2,3,4,1,0,3,1,24,5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,2,4,927,2,1,4,2,4,2,3,3,1,10,1,2,7,7,1,0,1,31,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,3,3,303,4,3,1,2,2,2,3,4,1,16,4,3,6,2,0,5,0,38,9,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,17,2,643,4,2,2,2,1,2,4,4,1,1,2,3,1,0,0,0,0,23,10,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,16,1,1479,4,3,3,2,8,2,3,3,2,4,2,2,2,1,2,2,0,26,10,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,5,2,369,2,4,1,2,1,2,3,4,2,6,2,3,6,3,1,5,0,19,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,3,249,3,2,3,2,2,2,3,4,1,5,2,2,3,2,0,2,0,45,10,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,13,3,1234,3,2,2,2,1,2,4,3,1,2,2,3,2,2,2,2,0,30,8,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,22,3,1392,4,3,4,2,3,2,3,1,2,12,4,2,6,2,3,3,0,29,9,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,9,2,195,4,1,4,2,0,2,3,4,3,9,2,4,8,7,0,7,0,23,12,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,4,3,1882,3,3,4,2,2,2,3,4,3,9,3,3,5,3,1,0,0,25,11,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,1,4,1580,2,3,4,2,9,2,3,2,1,9,3,2,2,2,2,1,0,25,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,9,2,1298,3,3,3,2,7,2,3,3,0,10,3,3,8,4,1,7,0,20,9,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,2,4,1061,2,3,3,2,2,2,3,4,1,29,2,2,8,1,7,7,0,21,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,6,4,661,2,2,4,2,4,2,3,3,1,21,3,2,1,0,0,0,0,22,9,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,3,3,1581,1,3,4,2,1,2,4,1,0,1,5,3,1,0,0,0,0,25,6,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,8,4,433,3,2,2,2,2,2,3,1,0,11,3,2,8,2,7,7,1,41,6,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,4,2,1288,3,4,1,2,1,2,3,4,2,26,4,2,25,9,14,13,0,18,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,8,3,897,1,3,4,2,5,2,3,3,1,28,3,3,2,0,2,2,0,25,8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,11,3,226,3,3,2,2,3,2,3,2,0,21,5,3,5,4,4,4,0,29,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1,10,3,1867,4,2,2,2,4,2,3,4,0,29,3,3,22,10,12,9,0,19,10,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,5,4,338,3,2,4,2,1,2,3,3,1,2,2,2,2,2,0,2,0,31,10,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,11,4,813,4,3,3,2,8,2,4,2,1,9,3,3,5,2,1,4,0,43,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,2,4,38,2,3,1,2,3,2,3,4,0,22,2,2,2,2,2,1,0,24,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1,10,4,1615,3,4,4,2,1,2,3,1,1,9,3,3,9,7,7,2,0,25,8,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,29,4,1101,1,2,3,2,1,2,4,2,0,14,4,3,13,7,3,8,1,19,6,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,2,3,1296,4,2,4,2,1,2,3,2,1,2,2,3,2,2,2,2,0,26,10,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,7,2,1085,2,4,3,2,1,2,3,3,0,10,3,3,10,6,0,8,0,31,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,2,4,1849,1,3,4,2,1,2,4,3,1,7,5,3,7,7,7,7,0,36,8,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,1,3,1564,4,2,1,2,1,2,3,2,0,3,3,3,3,0,1,2,0,32,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,2,4,1324,4,3,3,2,1,2,3,1,1,10,5,2,10,8,9,6,0,21,8,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,2,3,1675,4,2,2,2,1,2,4,2,0,4,3,3,4,3,3,3,0,34,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,1,3,969,2,2,4,2,0,2,3,1,0,6,3,3,5,0,1,4,0,27,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1,2,1,1496,2,3,3,2,5,2,3,2,0,16,2,2,2,2,2,2,0,28,7,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,11,2,26,1,4,3,2,0,2,3,4,1,5,5,2,4,2,1,3,0,19,8,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,20,2,248,2,3,2,2,1,2,4,4,0,4,5,2,4,3,0,2,1,37,8,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,3,1349,3,3,1,2,0,2,3,4,1,10,2,3,9,3,1,7,0,31,8,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,3,3,746,4,3,3,2,9,2,3,4,2,28,2,2,22,2,11,13,0,19,11,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,19,3,1285,3,3,2,2,4,2,3,3,2,15,2,4,11,8,5,10,0,19,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,3,3,894,3,4,4,2,2,2,3,2,1,17,1,2,5,3,1,3,0,25,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1,4,380,1,3,4,2,2,2,3,1,2,15,2,3,5,2,0,2,0,22,6,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1,4,2,2025,4,3,2,2,7,2,3,2,3,18,3,3,4,2,0,2,0,18,8,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,11,3,1971,1,3,3,2,1,2,3,2,1,10,1,3,10,9,0,9,0,33,6,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,25,3,1220,2,3,3,2,1,2,3,1,1,10,3,2,10,7,0,1,0,23,6,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,16,4,1761,1,3,3,2,2,2,3,1,3,10,2,3,1,0,0,0,1,21,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,2,1,1974,4,1,4,2,1,2,3,3,3,1,4,3,1,0,0,0,0,30,11,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,13,4,1372,1,4,3,2,6,2,3,3,0,24,2,2,19,7,3,8,1,31,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,29,4,2010,3,2,2,2,1,2,3,3,0,6,3,3,6,2,4,1,0,26,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,6,4,133,3,3,1,2,4,2,4,4,0,7,3,3,3,2,0,2,1,30,8,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,9,3,184,3,3,4,2,0,2,3,4,0,12,2,1,11,9,4,7,0,18,11,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,13,2,1495,4,3,2,2,1,2,3,3,1,1,2,3,1,0,0,0,0,23,9,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,1,2,792,1,1,4,2,3,2,3,1,1,5,2,3,2,2,2,0,0,21,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,6,1,31,2,3,1,2,2,2,3,3,0,8,2,3,4,2,1,3,1,26,6,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,4,1,1735,3,3,2,2,1,2,3,3,0,3,3,1,3,2,1,2,0,20,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,8,4,677,3,3,3,2,0,2,3,4,0,6,3,3,5,0,1,2,0,27,10,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,2,4,216,3,3,3,2,6,2,3,4,1,6,3,3,4,3,1,2,0,28,10,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,3,3,1786,1,3,3,2,2,2,3,4,0,15,2,3,2,2,2,2,0,36,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,3,3,10,3,4,1,2,4,2,4,1,3,12,3,2,1,0,0,0,0,47,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,8,5,1430,1,3,2,2,3,2,3,3,0,9,3,4,3,2,1,0,0,22,6,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1,29,2,618,1,3,3,2,5,2,3,1,2,8,5,3,0,0,0,0,0,18,5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,19,3,1739,4,1,3,2,3,2,3,3,1,10,2,1,4,3,0,2,0,22,10,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,19,3,1619,4,2,1,2,1,2,3,1,2,7,3,3,7,7,0,7,0,20,6,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,26,2,1180,3,2,4,2,3,2,3,4,1,16,3,1,1,1,0,0,0,24,11,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,8,4,1080,4,2,1,2,8,2,4,1,3,19,2,3,16,13,1,7,0,27,6,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,5,3,32,3,3,3,2,4,2,3,4,1,26,3,2,14,13,4,8,0,27,10,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,25,4,1014,3,3,3,2,1,2,3,3,1,16,3,2,16,10,10,1,0,19,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,28,3,2035,4,2,3,2,1,2,4,4,2,8,2,3,8,7,1,7,0,26,11,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,18,2,1322,1,3,3,2,0,2,3,1,0,9,6,3,8,7,1,7,0,30,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,9,3,90,4,2,3,2,0,2,3,1,1,2,0,2,1,0,0,0,1,34,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,10,3,1650,3,2,3,2,9,2,3,3,0,8,2,3,5,2,1,4,0,21,9,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,6,2,178,2,3,2,2,6,2,4,4,2,7,0,3,3,2,0,1,0,29,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,4,3,933,2,3,3,2,1,2,3,3,0,1,2,3,1,1,0,0,0,26,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,28,3,1596,2,4,3,2,1,2,3,4,2,10,3,2,10,9,6,8,0,25,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,7,4,1224,3,3,3,2,1,2,3,1,3,10,4,2,10,7,8,9,0,20,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,2,3,1277,1,1,2,2,2,2,3,1,0,26,2,3,24,10,1,11,1,19,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,12,1,1175,3,3,4,2,1,2,3,4,0,1,4,2,1,1,0,0,1,27,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,2,4,579,4,2,3,2,3,2,3,3,1,14,3,3,7,3,5,7,0,20,10,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
